DOW-UAP-D58_ Range Fouler Debrief_ NA_ October 2020.pdf	https://www.war.gov/medialink/ufo/release_1/dow-uap-d58-range-fouler-debrief-na-october-2020.pdf	DOW-UAP-D58, Range Fouler Debrief, NA, October 2020	Department of War	5/8/26	10/27/20	N/A
DOW-UAP-D6_ Mission Report_ Arabian Gulf_ 2020.pdf	https://www.war.gov/medialink/ufo/release_1/dow-uap-d6-mission-report-arabian-gulf-2020.pdf	DOW-UAP-D6, Mission Report, Arabian Gulf, 2020	Department of War	5/8/26	N/A	Pacific Ocean
DOW-UAP-D60_ Mission Report_ Persian Gulf_ August 2020.pdf	https://www.war.gov/medialink/ufo/release_1/dow-uap-d60-mission-report-persian-gulf-august-2020.pdf	DOW-UAP-D60, Mission Report, Persian Gulf, August 2020	Department of War	5/8/26	8/8/20	Persian Gulf
DOW-UAP-D61_ Mission Report_ Persian Gulf_ August 2020.pdf	https://www.war.gov/medialink/ufo/release_1/dow-uap-d61-mission-report-persian-gulf-august-2020.pdf	DOW-UAP-D61, Mission Report, Persian Gulf, August 2020	Department of War	5/8/26	8/27/20	Persian Gulf
DOW-UAP-D62_ Mission Report_ Strait of Hormuz_ September 2020.pdf	https://www.war.gov/medialink/ufo/release_1/dow-uap-d62-mission-report-strait-of-hormuz-september-2020.pdf	DOW-UAP-D62, Mission Report, Strait of Hormuz, September 2020	Department of War	5/8/26	9/16/20	Strait of Hormuz
DOW-UAP-D63_ Mission Report_ Strait of Hormuz_ October 2020.pdf	https://www.war.gov/medialink/ufo/release_1/dow-uap-d63-mission-report-strait-of-hormuz-october-2020.pdf	DOW-UAP-D63, Mission Report, Strait of Hormuz, October 2020	Department of War	5/8/26	10/1/20	Strait of Hormuz
DOW-UAP-D64_ Mission Report_ Iran_ November 2020.pdf	https://www.war.gov/medialink/ufo/release_1/dow-uap-d64-mission-report-iran-november-2020.pdf	DOW-UAP-D64, Mission Report, Iran, November 2020	Department of War	5/8/26	11/2/20	Iran
DOW-UAP-D65_ Mission Report_ Persian Gulf_ July 2020.pdf	https://www.war.gov/medialink/ufo/release_1/dow-uap-d65-mission-report-persian-gulf-july-2020.pdf	DOW-UAP-D65, Mission Report, Persian Gulf, July 2020	Department of War	5/8/26	7/16/20	Persian Gulf
DOW-UAP-D7_ Mission Report_ Arabian Gulf_ 2020.pdf	https://www.war.gov/medialink/ufo/release_1/dow-uap-d7-mission-report-arabian-gulf-2020.pdf	DOW-UAP-D7, Mission Report, Arabian Gulf, 2020	Department of War	5/8/26	N/A	N/A
DOW-UAP-D74_ Mission Report_ Syria_ November 2023.pdf	https://www.war.gov/medialink/ufo/release_1/dow-uap-d74-mission-report-syria-november-2023.pdf	DOW-UAP-D74, Mission Report, Syria, November 2023	Department of War	5/8/26	11/9/23	Syria
DOW-UAP-D75_ Mission Report_ Gulf of Aden_ July 2024.pdf	https://www.war.gov/medialink/ufo/release_1/dow-uap-d75-mission-report-gulf-of-aden-july-2024.pdf	DOW-UAP-D75, Mission Report, Gulf of Aden, July 2024	Department of War	5/8/26	7/14/24	Gulf of Aden
DOW-UAP-D8_ Mission Report_ Djibouti_ 2025.pdf	https://www.war.gov/medialink/ufo/release_1/dow-uap-d8-mission-report-djibouti-2025.pdf	DOW-UAP-D8, Mission Report, Djibouti, 2025	Department of War	5/8/26	N/A	Mediterranean Sea
DOW-UAP-PR20_ Unresolved UAP Report_ Kuwait_ May 2022.pdf	https://www.war.gov/medialink/ufo/release_1/dow-uap-pr20.pdf	DOW-UAP-PR20, Unresolved UAP Report, Kuwait, May 2022	Department of War	5/8/26	N/A	Iraq
FBI Photo B1.pdf	https://www.war.gov/medialink/ufo/release_1/fbi-photo-b1.pdf	FBI Photo B1	FBI	5/8/26	Late 2025	Western United States
FBI Photo B10.pdf	https://www.war.gov/medialink/ufo/release_1/fbi-photo-b10.pdf	FBI Photo B10	FBI	5/8/26	Late 2025	Western United States
FBI Photo B11.pdf	https://www.war.gov/medialink/ufo/release_1/fbi-photo-b11.pdf	FBI Photo B11	FBI	5/8/26	Late 2025	Western United States
FBI Photo B12.pdf	https://www.war.gov/medialink/ufo/release_1/fbi-photo-b12.pdf	FBI Photo B12	FBI	5/8/26	Late 2025	Western United States
FBI Photo B13.pdf	https://www.war.gov/medialink/ufo/release_1/fbi-photo-b13.pdf	FBI Photo B13	FBI	5/8/26	Late 2025	Western United States
FBI Photo B14.pdf	https://www.war.gov/medialink/ufo/release_1/fbi-photo-b14.pdf	FBI Photo B14	FBI	5/8/26	Late 2025	Western United States
FBI Photo B15.pdf	https://www.war.gov/medialink/ufo/release_1/fbi-photo-b15.pdf	FBI Photo B15	FBI	5/8/26	Late 2025	Western United States
FBI Photo B16.pdf	https://www.war.gov/medialink/ufo/release_1/fbi-photo-b16.pdf	FBI Photo B16	FBI	5/8/26	Late 2025	Western United States
FBI Photo B17.pdf	https://www.war.gov/medialink/ufo/release_1/fbi-photo-b17.pdf	FBI Photo B17	FBI	5/8/26	Late 2025	Western United States
FBI Photo B18.pdf	https://www.war.gov/medialink/ufo/release_1/fbi-photo-b18.pdf	FBI Photo B18	FBI	5/8/26	Late 2025	Western United States
FBI Photo B19.pdf	https://www.war.gov/medialink/ufo/release_1/fbi-photo-b19.pdf	FBI Photo B19	FBI	5/8/26	Late 2025	Western United States
FBI Photo B2.pdf	https://www.war.gov/medialink/ufo/release_1/fbi-photo-b2.pdf	FBI Photo B2	FBI	5/8/26	Late 2025	Western United States
FBI Photo B20.pdf	https://www.war.gov/medialink/ufo/release_1/fbi-photo-b20.pdf	FBI Photo B20	FBI	5/8/26	Late 2025	Western United States
FBI Photo B21.pdf	https://www.war.gov/medialink/ufo/release_1/fbi-photo-b21.pdf	FBI Photo B21	FBI	5/8/26	Late 2025	Western United States
FBI Photo B22.pdf	https://www.war.gov/medialink/ufo/release_1/fbi-photo-b22.pdf	FBI Photo B22	FBI	5/8/26	Late 2025	Western United States
FBI Photo B23.pdf	https://www.war.gov/medialink/ufo/release_1/fbi-photo-b23.pdf	FBI Photo B23	FBI	5/8/26	Late 2025	Western United States
FBI Photo B24.pdf	https://www.war.gov/medialink/ufo/release_1/fbi-photo-b24.pdf	FBI Photo B24	FBI	5/8/26	Late 2025	Western United States
FBI Photo B3.pdf	https://www.war.gov/medialink/ufo/release_1/fbi-photo-b3.pdf	FBI Photo B3	FBI	5/8/26	Late 2025	Western United States
FBI Photo B4.pdf	https://www.war.gov/medialink/ufo/release_1/fbi-photo-b4.pdf	FBI Photo B4	FBI	5/8/26	Late 2025	Western United States
FBI Photo B5.pdf	https://www.war.gov/medialink/ufo/release_1/fbi-photo-b5.pdf	FBI Photo B5	FBI	5/8/26	Late 2025	Western United States
FBI Photo B6.pdf	https://www.war.gov/medialink/ufo/release_1/fbi-photo-b6.pdf	FBI Photo B6	FBI	5/8/26	Late 2025	Western United States
FBI Photo B7.pdf	https://www.war.gov/medialink/ufo/release_1/fbi-photo-b7.pdf	FBI Photo B7	FBI	5/8/26	Late 2025	Western United States
FBI Photo B8.pdf	https://www.war.gov/medialink/ufo/release_1/fbi-photo-b8.pdf	FBI Photo B8	FBI	5/8/26	Late 2025	Western United States
FBI Photo B9.pdf	https://www.war.gov/medialink/ufo/release_1/fbi-photo-b9.pdf	FBI Photo B9	FBI	5/8/26	Late 2025	Western United States
NASA-UAP-D1_ Apollo 12 Transcript_ 1969.pdf	https://www.war.gov/medialink/ufo/release_1/nasa-uap-d1-apollo-12-transcript-1969.pdf	NASA-UAP-D1, Apollo 12 Transcript, 1969	NASA	5/8/26	1969	Moon
